DEPARTMENT,QTY,EQUIPMENT_ID,UNIT_COST,SALE_ID,SALE_DATE,HOSPITAL_ID,LAST_UPDATE_DATE
ICU,1,E0174,10869.57,M000000929,2021-05-26,US_HOSP_8,2021-05-26 11:47:47.013
DENTAL LAB,1,E0087,3474.52,M000000929,2021-05-26,US_HOSP_8,2021-05-26 11:47:47.013
OUT PATIENT DEPARTMENT,4,E0338,223.55,M000000929,2021-05-26,US_HOSP_8,2021-05-26 11:47:47.013
ORTHOPAEDIC TECHNOLOGY,1,E0313,452.9,M000000929,2021-05-26,US_HOSP_8,2021-05-26 11:47:47.013
PHSYSIOTHERAPY,2,E0375,90.58,M000000929,2021-05-26,US_HOSP_8,2021-05-26 11:47:47.013
PHSYSIOTHERAPY,2,E0367,16.3,M000000929,2021-05-26,US_HOSP_8,2021-05-26 11:47:47.013
THEATRE,1,E0417,3448.26,M000000929,2021-05-26,US_HOSP_8,2021-05-26 11:47:47.013
CASUALTY,2,E0029,200,M000000929,2021-05-26,US_HOSP_8,2021-05-26 11:47:47.013
THEATRE,1,E0419,8605.07,M000000929,2021-05-26,US_HOSP_8,2021-05-26 11:47:47.013
MINOR THEATRE,1,E0027,135.87,M000000929,2021-05-26,US_HOSP_8,2021-05-26 11:47:47.013
DENTAL UNIT,5,E0091,253.62,M000000929,2021-05-26,US_HOSP_8,2021-05-26 11:47:47.013
MINOR THEATRE,1,E0019,86.05,M000000929,2021-05-26,US_HOSP_8,2021-05-26 11:47:47.013
OCCUPATIONAL THERAPY,1,E0296,90.58,M000000929,2021-05-26,US_HOSP_8,2021-05-26 11:47:47.013
CASUALTY,2,E0030,634.06,M000000929,2021-05-26,US_HOSP_8,2021-05-26 11:47:47.013
CASUALTY,1,E0033,10.87,M000000929,2021-05-26,US_HOSP_8,2021-05-26 11:47:47.013
ORTHOPAEDIC TECHNOLOGY,1,E0314,543.48,M000000929,2021-05-26,US_HOSP_8,2021-05-26 11:47:47.013
LABORATORY,2,E0191,135.87,M000000929,2021-05-26,US_HOSP_8,2021-05-26 11:47:47.013
X - RAY,4,E0466,1811.59,M000000929,2021-05-26,US_HOSP_8,2021-05-26 11:47:47.013
PHSYSIOTHERAPY,1,E0387,634.06,M000000929,2021-05-26,US_HOSP_8,2021-05-26 11:47:47.013
DENTAL LAB,1,E0082,452.9,M000000929,2021-05-26,US_HOSP_8,2021-05-26 11:47:47.013
EYE UNIT,1,E0130,22.64,M000000929,2021-05-26,US_HOSP_8,2021-05-26 11:47:47.013
PHSYSIOTHERAPY,1,E0388,815.21,M000000930,2021-05-26,DE_HOSP_9,2021-05-26 12:12:12.570
"THEATRE, MATERNITY",1,E0027,135.87,M000000930,2021-05-26,DE_HOSP_9,2021-05-26 12:12:12.570
DENTAL UNIT,1,E0097,634.06,M000000930,2021-05-26,DE_HOSP_9,2021-05-26 12:12:12.570
PHSYSIOTHERAPY,2,E0365,90.58,M000000930,2021-05-26,DE_HOSP_9,2021-05-26 12:12:12.570
PHSYSIOTHERAPY,1,E0385,844.2,M000000930,2021-05-26,DE_HOSP_9,2021-05-26 12:12:12.570
ENT,2,E0104,28.82,M000000930,2021-05-26,DE_HOSP_9,2021-05-26 12:12:12.570
PHSYSIOTHERAPY,2,E0376,114.58,M000000930,2021-05-26,DE_HOSP_9,2021-05-26 12:12:12.570
LABORATORY,2,E0198,1721.01,M000000930,2021-05-26,DE_HOSP_9,2021-05-26 12:12:12.570
OUT PATIENT DEPARTMENT,4,E0340,135.87,M000000930,2021-05-26,DE_HOSP_9,2021-05-26 12:12:12.570
DENTAL UNIT,3,E0092,10857.87,M000000930,2021-05-26,DE_HOSP_9,2021-05-26 12:12:12.570
LABORATORY,2,E0183,342.39,M000000930,2021-05-26,DE_HOSP_9,2021-05-26 12:12:12.570
PHSYSIOTHERAPY,2,E0374,73.37,M000000930,2021-05-26,DE_HOSP_9,2021-05-26 12:12:12.570
OCCUPATIONAL THERAPY,1,E0288,13.59,M000000930,2021-05-26,DE_HOSP_9,2021-05-26 12:12:12.570
CASUALTY,3,E0008,22.64,M000000930,2021-05-26,DE_HOSP_9,2021-05-26 12:12:12.570
LABORATORY,2,E0186,407.61,M000000930,2021-05-26,DE_HOSP_9,2021-05-26 12:12:12.570
MCH/FP,2,E0190,88.77,M000000930,2021-05-26,DE_HOSP_9,2021-05-26 12:12:12.570
DENTAL LAB,2,E0070,135.87,M000000930,2021-05-26,DE_HOSP_9,2021-05-26 12:12:12.570
PHSYSIOTHERAPY,1,E0379,226.45,M000000930,2021-05-26,DE_HOSP_9,2021-05-26 12:12:12.570
MCH/FP,2,E0021,1.36,M000000930,2021-05-26,DE_HOSP_9,2021-05-26 12:12:12.570
PHSYSIOTHERAPY,1,E0380,226.45,M000000930,2021-05-26,DE_HOSP_9,2021-05-26 12:12:12.570
WARD,1,E0046,241.49,M000000930,2021-05-26,DE_HOSP_9,2021-05-26 12:12:12.570
ENT,2,E0124,5661.23,M000000931,2021-05-26,DE_HOSP_5,2021-05-26 13:19:19.460
THEATRE,1,E0226,634.06,M000000931,2021-05-26,DE_HOSP_5,2021-05-26 13:19:19.460
ENT,1,E0114,181.16,M000000931,2021-05-26,DE_HOSP_5,2021-05-26 13:19:19.460
THEATRE,3,E0406,4528.99,M000000931,2021-05-26,DE_HOSP_5,2021-05-26 13:19:19.460
CASUALTY,4,E0013,13.59,M000000931,2021-05-26,DE_HOSP_5,2021-05-26 13:19:19.460
CSSD,1,E0054,452.9,M000000931,2021-05-26,DE_HOSP_5,2021-05-26 13:19:19.460
CSSD,2,E0053,226.45,M000000931,2021-05-26,DE_HOSP_5,2021-05-26 13:19:19.460
MCH/FP,2,E0032,4.08,M000000931,2021-05-26,DE_HOSP_5,2021-05-26 13:19:19.460
WARD,1,E0032,4.08,M000000931,2021-05-26,DE_HOSP_5,2021-05-26 13:19:19.460
ENT,1,E0126,2221.92,M000000931,2021-05-26,DE_HOSP_5,2021-05-26 13:19:19.460
X - RAY,2,E0470,271.74,M000000931,2021-05-26,DE_HOSP_5,2021-05-26 13:19:19.460
CASUALTY,2,E0015,22.64,M000000932,2021-05-26,US_HOSP_9,2021-05-26 14:57:57.913
ORTHOPAEDIC TECHNOLOGY,2,E0306,90.58,M000000932,2021-05-26,US_HOSP_9,2021-05-26 14:57:57.913
PHSYSIOTHERAPY,1,E0368,21.74,M000000932,2021-05-26,US_HOSP_9,2021-05-26 14:57:57.913
MINOR THEATRE,1,E0035,17.21,M000000932,2021-05-26,US_HOSP_9,2021-05-26 14:57:57.913
PHARMACY,2,E0357,905.8,M000000932,2021-05-26,US_HOSP_9,2021-05-26 14:57:57.913
ORTHOPAEDIC TECHNOLOGY,1,E0304,90.58,M000000932,2021-05-26,US_HOSP_9,2021-05-26 14:57:57.913
MINOR THEATRE,1,E0027,135.87,M000000932,2021-05-26,US_HOSP_9,2021-05-26 14:57:57.913
PHSYSIOTHERAPY,1,E0370,31.7,M000000932,2021-05-26,US_HOSP_9,2021-05-26 14:57:57.913
X - RAY,1,E0483,79710.14,M000000932,2021-05-26,US_HOSP_9,2021-05-26 14:57:57.913
WARD,1,E0237,16.3,M000000932,2021-05-26,US_HOSP_9,2021-05-26 14:57:57.913
WARD,1,E0458,135.87,M000000932,2021-05-26,US_HOSP_9,2021-05-26 14:57:57.913
CASUALTY,3,E0012,7.25,M000000932,2021-05-26,US_HOSP_9,2021-05-26 14:57:57.913
THEATRE,1,E0049,2401.43,M000000932,2021-05-26,US_HOSP_9,2021-05-26 14:57:57.913
THEATRE,1,E0411,28.82,M000000932,2021-05-26,US_HOSP_9,2021-05-26 14:57:57.913
CASUALTY,3,E0024,31.7,M000000932,2021-05-26,US_HOSP_9,2021-05-26 14:57:57.913
CASUALTY,3,E0004,5.43,M000000932,2021-05-26,US_HOSP_9,2021-05-26 14:57:57.913
MINOR THEATRE,1,E0019,86.05,M000000932,2021-05-26,US_HOSP_9,2021-05-26 14:57:57.913
OCCUPATIONAL THERAPY,2,E0290,18.12,M000000932,2021-05-26,US_HOSP_9,2021-05-26 14:57:57.913
DENTAL LAB,1,E0069,27.17,M000000932,2021-05-26,US_HOSP_9,2021-05-26 14:57:57.913
WARD,1,E0251,181.16,M000000933,2021-05-26,FR_HOSP_9,2021-05-26 15:13:13.973
THEATRE,3,E0405,3842.02,M000000933,2021-05-26,FR_HOSP_9,2021-05-26 15:13:13.973
MCH/FP,2,E0238,22.64,M000000933,2021-05-26,FR_HOSP_9,2021-05-26 15:13:13.973
ORTHOPAEDIC TECHNOLOGY,1,E0310,271.74,M000000933,2021-05-26,FR_HOSP_9,2021-05-26 15:13:13.973
ORTHOPAEDIC TECHNOLOGY,1,E0317,634.06,M000000934,2021-05-26,FR_HOSP_10,2021-05-26 16:02:02.623
WARD,1,E0449,317.03,M000000934,2021-05-26,FR_HOSP_10,2021-05-26 16:02:02.623
LABORATORY,3,E0184,751.29,M000000934,2021-05-26,FR_HOSP_10,2021-05-26 16:02:02.623
"THEATRE, MATERNITY",1,E0094,271.74,M000000934,2021-05-26,FR_HOSP_10,2021-05-26 16:02:02.623
X - RAY,1,E0484,4528.99,M000000934,2021-05-26,FR_HOSP_10,2021-05-26 16:02:02.623
EYE UNIT,1,E0139,7246.38,M000000935,2021-05-26,FR_HOSP_4,2021-05-26 17:48:48.847
OCCUPATIONAL THERAPY,2,E0282,63.41,M000000935,2021-05-26,FR_HOSP_4,2021-05-26 17:48:48.847
CASUALTY,1,E0006,10.87,M000000935,2021-05-26,FR_HOSP_4,2021-05-26 17:48:48.847
CASUALTY,2,E0000,1.36,M000000935,2021-05-26,FR_HOSP_4,2021-05-26 17:48:48.847
CSSD,1,E0055,34250.73,M000000935,2021-05-26,FR_HOSP_4,2021-05-26 17:48:48.847
DENTAL UNIT,4,E0088,4.08,M000000935,2021-05-26,FR_HOSP_4,2021-05-26 17:48:48.847
"THEATRE, MATERNITY",1,E0029,200,M000000935,2021-05-26,FR_HOSP_4,2021-05-26 17:48:48.847
OCCUPATIONAL THERAPY,2,E0283,181.16,M000000935,2021-05-26,FR_HOSP_4,2021-05-26 17:48:48.847
HDU,1,E0155,634.06,M000000935,2021-05-26,FR_HOSP_4,2021-05-26 17:48:48.847
OCCUPATIONAL THERAPY,1,E0277,63.41,M000000935,2021-05-26,FR_HOSP_4,2021-05-26 17:48:48.847
ORTHOPAEDIC TECHNOLOGY,1,E0322,905.8,M000000936,2021-05-26,US_HOSP_2,2021-05-26 10:08:08.670
THEATRE,3,E0155,634.06,M000000936,2021-05-26,US_HOSP_2,2021-05-26 10:08:08.670
DENTAL LAB,2,E0064,1.81,M000000936,2021-05-26,US_HOSP_2,2021-05-26 10:08:08.670
EYE UNIT,1,E0146,5887.68,M000000936,2021-05-26,US_HOSP_2,2021-05-26 10:08:08.670
CASUALTY,3,E0026,108.7,M000000936,2021-05-26,US_HOSP_2,2021-05-26 10:08:08.670
HDU,2,E0154,200,M000000936,2021-05-26,US_HOSP_2,2021-05-26 10:08:08.670
THEATRE,1,E0208,4690.6,M000000936,2021-05-26,US_HOSP_2,2021-05-26 10:08:08.670
PHSYSIOTHERAPY,1,E0390,3623.19,M000000936,2021-05-26,US_HOSP_2,2021-05-26 10:08:08.670
ORTHOPAEDIC TECHNOLOGY,1,E0085,181.16,M000000936,2021-05-26,US_HOSP_2,2021-05-26 10:08:08.670
ENT,2,E0107,67.93,M000000937,2021-05-26,US_HOSP_3,2021-05-26 11:37:37.973
OUT PATIENT DEPARTMENT,2,E0190,88.77,M000000937,2021-05-26,US_HOSP_3,2021-05-26 11:37:37.973
ICU,3,E0159,135.87,M000000937,2021-05-26,US_HOSP_3,2021-05-26 11:37:37.973
MATERNITY,2,E0219,317.03,M000000938,2021-05-26,FR_HOSP_3,2021-05-26 12:56:56.990
MATERNITY,1,E0171,1068.84,M000000938,2021-05-26,FR_HOSP_3,2021-05-26 12:56:56.990
X - RAY,1,E0480,31702.9,M000000938,2021-05-26,FR_HOSP_3,2021-05-26 12:56:56.990
OCCUPATIONAL THERAPY,1,E0278,14.49,M000000938,2021-05-26,FR_HOSP_3,2021-05-26 12:56:56.990
DENTAL LAB,1,E0077,226.45,M000000938,2021-05-26,FR_HOSP_3,2021-05-26 12:56:56.990
ENT,1,E0123,543.48,M000000938,2021-05-26,FR_HOSP_3,2021-05-26 12:56:56.990
X - RAY,2,E0471,543.48,M000000939,2021-05-26,FR_HOSP_2,2021-05-26 13:21:21.247
MCH/FP,2,E0232,4.53,M000000939,2021-05-26,FR_HOSP_2,2021-05-26 13:21:21.247
PHSYSIOTHERAPY,2,E0359,23.55,M000000940,2021-05-26,FR_HOSP_9,2021-05-26 14:47:47.493
X - RAY,1,E0489,49818.84,M000000941,2021-05-26,FR_HOSP_5,2021-05-26 15:52:52.443
THEATRE,2,E0398,22.64,M000000941,2021-05-26,FR_HOSP_5,2021-05-26 15:52:52.443
ICU,3,E0162,1358.7,M000000941,2021-05-26,FR_HOSP_5,2021-05-26 15:52:52.443
LABORATORY,1,E0204,4534.82,M000000942,2021-05-26,DE_HOSP_10,2021-05-26 16:47:47.677
ORTHOPAEDIC TECHNOLOGY,1,E0323,905.8,M000000942,2021-05-26,DE_HOSP_10,2021-05-26 16:47:47.677
PHSYSIOTHERAPY,1,E0378,149.46,M000000942,2021-05-26,DE_HOSP_10,2021-05-26 16:47:47.677
PHARMACY,3,E0348,22.64,M000000942,2021-05-26,DE_HOSP_10,2021-05-26 16:47:47.677
MCH/FP,1,E0010,114.58,M000000943,2021-05-26,US_HOSP_9,2021-05-26 17:50:50.567
OUT PATIENT DEPARTMENT,4,E0333,271.74,M000000944,2021-05-26,US_HOSP_2,2021-05-26 10:55:55.110
CSSD,3,E0051,1358.7,M000000945,2021-05-26,US_HOSP_8,2021-05-26 11:21:21.987
LABORATORY,1,E0194,317.03,M000000946,2021-05-26,US_HOSP_8,2021-05-26 12:45:45.580
WARD,2,E0025,59.78,M000000947,2021-05-26,FR_HOSP_3,2021-05-26 13:32:32.197
MATERNITY,1,E0228,1411.23,M000000947,2021-05-26,FR_HOSP_3,2021-05-26 13:32:32.197
LABORATORY,1,E0180,588.77,M000000948,2021-05-27,FR_HOSP_1,2021-05-27 14:57:57.280
PHSYSIOTHERAPY,2,E0376,114.58,M000000948,2021-05-27,FR_HOSP_1,2021-05-27 14:57:57.280
WARD,2,E0036,40.76,M000000948,2021-05-27,FR_HOSP_1,2021-05-27 14:57:57.280
OCCUPATIONAL THERAPY,1,E0291,31.7,M000000948,2021-05-27,FR_HOSP_1,2021-05-27 14:57:57.280
OUT PATIENT DEPARTMENT,1,E0217,40.76,M000000948,2021-05-27,FR_HOSP_1,2021-05-27 14:57:57.280
WARD,2,E0029,200,M000000948,2021-05-27,FR_HOSP_1,2021-05-27 14:57:57.280
CASUALTY,1,E0017,31.7,M000000948,2021-05-27,FR_HOSP_1,2021-05-27 14:57:57.280
CASUALTY,1,E0039,184.13,M000000948,2021-05-27,FR_HOSP_1,2021-05-27 14:57:57.280
CASUALTY,5,E0005,8.61,M000000948,2021-05-27,FR_HOSP_1,2021-05-27 14:57:57.280
THEATRE,2,E0049,2401.43,M000000948,2021-05-27,FR_HOSP_1,2021-05-27 14:57:57.280
WARD,1,E0453,45.29,M000000948,2021-05-27,FR_HOSP_1,2021-05-27 14:57:57.280
DENTAL LAB,2,E0061,18.12,M000000948,2021-05-27,FR_HOSP_1,2021-05-27 14:57:57.280
MCH/FP,1,E0254,1358.7,M000000948,2021-05-27,FR_HOSP_1,2021-05-27 14:57:57.280
WARD,1,E0019,86.05,M000000948,2021-05-27,FR_HOSP_1,2021-05-27 14:57:57.280
MINOR THEATRE,1,E0271,1086.96,M000000948,2021-05-27,FR_HOSP_1,2021-05-27 14:57:57.280
OUT PATIENT DEPARTMENT,1,E0038,333.06,M000000948,2021-05-27,FR_HOSP_1,2021-05-27 14:57:57.280
ORTHOPAEDIC TECHNOLOGY,2,E0304,90.58,M000000948,2021-05-27,FR_HOSP_1,2021-05-27 14:57:57.280
ORTHOPAEDIC TECHNOLOGY,1,E0318,724.64,M000000948,2021-05-27,FR_HOSP_1,2021-05-27 14:57:57.280
ORTHOPAEDIC TECHNOLOGY,2,E0302,36.23,M000000949,2021-05-27,DE_HOSP_6,2021-05-27 15:42:42.117
OCCUPATIONAL THERAPY,2,E0273,5.43,M000000949,2021-05-27,DE_HOSP_6,2021-05-27 15:42:42.117
X - RAY,1,E0485,5434.78,M000000949,2021-05-27,DE_HOSP_6,2021-05-27 15:42:42.117
ICU,4,E0009,43.48,M000000949,2021-05-27,DE_HOSP_6,2021-05-27 15:42:42.117
WARD,4,E0009,43.48,M000000949,2021-05-27,DE_HOSP_6,2021-05-27 15:42:42.117
MATERNITY,1,E0218,163.04,M000000949,2021-05-27,DE_HOSP_6,2021-05-27 15:42:42.117
X - RAY,1,E0490,54347.83,M000000949,2021-05-27,DE_HOSP_6,2021-05-27 15:42:42.117
ICU,3,E0157,241.67,M000000949,2021-05-27,DE_HOSP_6,2021-05-27 15:42:42.117
OCCUPATIONAL THERAPY,2,E0289,13.59,M000000949,2021-05-27,DE_HOSP_6,2021-05-27 15:42:42.117
PHSYSIOTHERAPY,2,E0386,1512.68,M000000949,2021-05-27,DE_HOSP_6,2021-05-27 15:42:42.117
WARD,1,E0218,163.04,M000000949,2021-05-27,DE_HOSP_6,2021-05-27 15:42:42.117
ORTHOPAEDIC TECHNOLOGY,1,E0298,344.2,M000000949,2021-05-27,DE_HOSP_6,2021-05-27 15:42:42.117
OUT PATIENT DEPARTMENT,2,E0341,163.04,M000000949,2021-05-27,DE_HOSP_6,2021-05-27 15:42:42.117
THEATRE,2,E0415,1086.96,M000000949,2021-05-27,DE_HOSP_6,2021-05-27 15:42:42.117
CASUALTY,1,E0035,17.21,M000000949,2021-05-27,DE_HOSP_6,2021-05-27 15:42:42.117
OCCUPATIONAL THERAPY,1,E0283,181.16,M000000949,2021-05-27,DE_HOSP_6,2021-05-27 15:42:42.117
EYE UNIT,1,E0135,271.74,M000000949,2021-05-27,DE_HOSP_6,2021-05-27 15:42:42.117
MCH/FP,1,E0032,4.08,M000000949,2021-05-27,DE_HOSP_6,2021-05-27 15:42:42.117
MCH/FP,4,E0234,3.62,M000000949,2021-05-27,DE_HOSP_6,2021-05-27 15:42:42.117
DENTAL UNIT,10,E0089,4.08,M000000949,2021-05-27,DE_HOSP_6,2021-05-27 15:42:42.117
ENT,1,E0127,5434.78,M000000949,2021-05-27,DE_HOSP_6,2021-05-27 15:42:42.117
HDU,4,E0152,1358.7,M000000950,2021-05-27,FR_HOSP_3,2021-05-27 16:26:26.750
DENTAL LAB,1,E0080,452.9,M000000950,2021-05-27,FR_HOSP_3,2021-05-27 16:26:26.750
ENT,1,E0112,163.04,M000000950,2021-05-27,FR_HOSP_3,2021-05-27 16:26:26.750
EYE UNIT,2,E0130,22.64,M000000950,2021-05-27,FR_HOSP_3,2021-05-27 16:26:26.750
ENT,2,E0105,34.42,M000000950,2021-05-27,FR_HOSP_3,2021-05-27 16:26:26.750
CASUALTY,2,E0034,13.59,M000000950,2021-05-27,FR_HOSP_3,2021-05-27 16:26:26.750
"THEATRE, MATERNITY",1,E0429,24012.6,M000000950,2021-05-27,FR_HOSP_3,2021-05-27 16:26:26.750
"THEATRE, MATERNITY",1,E0029,200,M000000950,2021-05-27,FR_HOSP_3,2021-05-27 16:26:26.750
OUT PATIENT DEPARTMENT,10,E0019,86.05,M000000950,2021-05-27,FR_HOSP_3,2021-05-27 16:26:26.750
PHARMACY,2,E0356,769.93,M000000950,2021-05-27,FR_HOSP_3,2021-05-27 16:26:26.750
THEATRE,5,E0039,184.13,M000000950,2021-05-27,FR_HOSP_3,2021-05-27 16:26:26.750
CASUALTY,2,E0012,7.25,M000000950,2021-05-27,FR_HOSP_3,2021-05-27 16:26:26.750
X - RAY,1,E0487,27173.91,M000000950,2021-05-27,FR_HOSP_3,2021-05-27 16:26:26.750
MATERNITY,2,E0215,16.3,M000000950,2021-05-27,FR_HOSP_3,2021-05-27 16:26:26.750
X - RAY,1,E0486,27173.91,M000000950,2021-05-27,FR_HOSP_3,2021-05-27 16:26:26.750
ORTHOPAEDIC TECHNOLOGY,1,E0305,90.58,M000000950,2021-05-27,FR_HOSP_3,2021-05-27 16:26:26.750
MATERNITY,4,E0021,1.36,M000000950,2021-05-27,FR_HOSP_3,2021-05-27 16:26:26.750
ENT,2,E0118,317.03,M000000950,2021-05-27,FR_HOSP_3,2021-05-27 16:26:26.750
ORTHOPAEDIC TECHNOLOGY,1,E0316,543.48,M000000950,2021-05-27,FR_HOSP_3,2021-05-27 16:26:26.750
DENTAL LAB,1,E0069,27.17,M000000950,2021-05-27,FR_HOSP_3,2021-05-27 16:26:26.750
DENTAL LAB,1,E0062,18.12,M000000950,2021-05-27,FR_HOSP_3,2021-05-27 16:26:26.750
LABORATORY,1,E0196,1358.7,M000000950,2021-05-27,FR_HOSP_3,2021-05-27 16:26:26.750
EYE UNIT,2,E0132,58.88,M000000950,2021-05-27,FR_HOSP_3,2021-05-27 16:26:26.750
CASUALTY,4,E0016,31.7,M000000950,2021-05-27,FR_HOSP_3,2021-05-27 16:26:26.750
MCH/FP,2,E0019,86.05,M000000951,2021-05-27,DE_HOSP_6,2021-05-27 17:13:13.203
HDU,1,E0151,407.61,M000000951,2021-05-27,DE_HOSP_6,2021-05-27 17:13:13.203
MINOR THEATRE,1,E0020,200,M000000951,2021-05-27,DE_HOSP_6,2021-05-27 17:13:13.203
DENTAL LAB,11,E0057,4.53,M000000951,2021-05-27,DE_HOSP_6,2021-05-27 17:13:13.203
CASUALTY,3,E0023,28.82,M000000951,2021-05-27,DE_HOSP_6,2021-05-27 17:13:13.203
MINOR THEATRE,1,E0035,17.21,M000000951,2021-05-27,DE_HOSP_6,2021-05-27 17:13:13.203
ORTHOPAEDIC TECHNOLOGY,1,E0317,634.06,M000000951,2021-05-27,DE_HOSP_6,2021-05-27 17:13:13.203
CASUALTY,1,E0029,200,M000000951,2021-05-27,DE_HOSP_6,2021-05-27 17:13:13.203
EYE UNIT,2,E0137,679.35,M000000951,2021-05-27,DE_HOSP_6,2021-05-27 17:13:13.203
LABORATORY,1,E0192,271.74,M000000951,2021-05-27,DE_HOSP_6,2021-05-27 17:13:13.203
MATERNITY,1,E0223,1358.7,M000000951,2021-05-27,DE_HOSP_6,2021-05-27 17:13:13.203
ENT,2,E0116,226.45,M000000951,2021-05-27,DE_HOSP_6,2021-05-27 17:13:13.203
ICU,2,E0162,1358.7,M000000951,2021-05-27,DE_HOSP_6,2021-05-27 17:13:13.203
WARD,1,E0251,181.16,M000000951,2021-05-27,DE_HOSP_6,2021-05-27 17:13:13.203
OCCUPATIONAL THERAPY,3,E0279,18.12,M000000951,2021-05-27,DE_HOSP_6,2021-05-27 17:13:13.203
EYE UNIT,2,E0129,17.21,M000000951,2021-05-27,DE_HOSP_6,2021-05-27 17:13:13.203
MINOR THEATRE,1,E0003,5.43,M000000951,2021-05-27,DE_HOSP_6,2021-05-27 17:13:13.203
PHSYSIOTHERAPY,1,E0387,634.06,M000000951,2021-05-27,DE_HOSP_6,2021-05-27 17:13:13.203
DENTAL LAB,1,E0067,5.43,M000000951,2021-05-27,DE_HOSP_6,2021-05-27 17:13:13.203
EYE UNIT,1,E0143,1811.59,M000000951,2021-05-27,DE_HOSP_6,2021-05-27 17:13:13.203
MINOR THEATRE,1,E0019,86.05,M000000951,2021-05-27,DE_HOSP_6,2021-05-27 17:13:13.203
CSSD,2,E0054,452.9,M000000951,2021-05-27,DE_HOSP_6,2021-05-27 17:13:13.203
CASUALTY,2,E0044,6723.52,M000000952,2021-05-27,FR_HOSP_6,2021-05-27 10:38:38.217
LABORATORY,1,E0181,90.58,M000000952,2021-05-27,FR_HOSP_6,2021-05-27 10:38:38.217
EYE UNIT,1,E0145,3170.29,M000000952,2021-05-27,FR_HOSP_6,2021-05-27 10:38:38.217
MCH/FP,1,E0251,181.16,M000000952,2021-05-27,FR_HOSP_6,2021-05-27 10:38:38.217
ORTHOPAEDIC TECHNOLOGY,1,E0312,362.32,M000000953,2021-05-27,FR_HOSP_1,2021-05-27 11:30:30.417
EYE UNIT,1,E0134,217.39,M000000953,2021-05-27,FR_HOSP_1,2021-05-27 11:30:30.417
CSSD,1,E0056,1086.96,M000000953,2021-05-27,FR_HOSP_1,2021-05-27 11:30:30.417
THEATRE,1,E0208,4690.6,M000000953,2021-05-27,FR_HOSP_1,2021-05-27 11:30:30.417
ORTHOPAEDIC TECHNOLOGY,1,E0324,1811.59,M000000953,2021-05-27,FR_HOSP_1,2021-05-27 11:30:30.417
WARD,1,E0255,90.58,M000000953,2021-05-27,FR_HOSP_1,2021-05-27 11:30:30.417
CASUALTY,3,E0031,751.36,M000000954,2021-05-27,FR_HOSP_6,2021-05-27 12:20:20.563
EYE UNIT,1,E0136,407.61,M000000954,2021-05-27,FR_HOSP_6,2021-05-27 12:20:20.563
WARD,1,E0000,1.36,M000000954,2021-05-27,FR_HOSP_6,2021-05-27 12:20:20.563
DENTAL UNIT,1,E0099,3474.52,M000000954,2021-05-27,FR_HOSP_6,2021-05-27 12:20:20.563
ENT,1,E0117,271.74,M000000955,2021-05-27,FR_HOSP_10,2021-05-27 13:54:54.637
ORTHOPAEDIC TECHNOLOGY,1,E0085,181.16,M000000955,2021-05-27,FR_HOSP_10,2021-05-27 13:54:54.637
PHSYSIOTHERAPY,1,E0367,16.3,M000000955,2021-05-27,FR_HOSP_10,2021-05-27 13:54:54.637
EYE UNIT,2,E0139,7246.38,M000000955,2021-05-27,FR_HOSP_10,2021-05-27 13:54:54.637
PHARMACY,4,E0348,22.64,M000000955,2021-05-27,FR_HOSP_10,2021-05-27 13:54:54.637
X - RAY,2,E0480,31702.9,M000000956,2021-05-27,DE_HOSP_5,2021-05-27 14:21:21.490
WARD,1,E0226,634.06,M000000956,2021-05-27,DE_HOSP_5,2021-05-27 14:21:21.490
ICU,1,E0049,2401.43,M000000956,2021-05-27,DE_HOSP_5,2021-05-27 14:21:21.490
OCCUPATIONAL THERAPY,3,E0278,14.49,M000000956,2021-05-27,DE_HOSP_5,2021-05-27 14:21:21.490
LABORATORY,2,E0201,2647.44,M000000957,2021-05-27,US_HOSP_9,2021-05-27 15:44:44.197
DENTAL LAB,1,E0079,362.32,M000000957,2021-05-27,US_HOSP_9,2021-05-27 15:44:44.197
OCCUPATIONAL THERAPY,2,E0286,12.68,M000000957,2021-05-27,US_HOSP_9,2021-05-27 15:44:44.197
ICU,1,E0165,4528.99,M000000957,2021-05-27,US_HOSP_9,2021-05-27 15:44:44.197
ENT,2,E0109,108.7,M000000957,2021-05-27,US_HOSP_9,2021-05-27 15:44:44.197
CSSD,2,E0052,181.16,M000000957,2021-05-27,US_HOSP_9,2021-05-27 15:44:44.197
THEATRE,1,E0394,31.7,M000000957,2021-05-27,US_HOSP_9,2021-05-27 15:44:44.197
PHARMACY,2,E0357,905.8,M000000958,2021-05-27,US_HOSP_4,2021-05-27 16:19:19.867
MINOR THEATRE,1,E0027,135.87,M000000958,2021-05-27,US_HOSP_4,2021-05-27 16:19:19.867
PHSYSIOTHERAPY,2,E0377,135.87,M000000958,2021-05-27,US_HOSP_4,2021-05-27 16:19:19.867
EYE UNIT,1,E0141,1086.96,M000000959,2021-05-27,FR_HOSP_8,2021-05-27 17:42:42.710
PHSYSIOTHERAPY,1,E0375,90.58,M000000959,2021-05-27,FR_HOSP_8,2021-05-27 17:42:42.710
X - RAY,1,E0468,27.17,M000000959,2021-05-27,FR_HOSP_8,2021-05-27 17:42:42.710
ENT,2,E0110,108.7,M000000959,2021-05-27,FR_HOSP_8,2021-05-27 17:42:42.710
